percent_diff,true_direction,pred_direction,correct
0.007863987911251109,,,False
0.02708759266037504,0.016934999563487763,-0.0035390854,False
0.027197484741466705,0.01692924638124582,0.016352534,True
0.013689011257374267,0.0018139445187006498,0.016311407,True
0.039802519877515784,0.031104325975305658,0.0017455816,True
0.016083876716655975,0.0036455716122336668,0.029866457,True
0.029474517423661063,0.018935584082573342,0.0034922361,True
0.044256645926103864,0.03643456471703432,0.018110156,True
0.047168887322580066,0.03999273872255982,0.034707785,True
0.02340147433486943,0.009413136809986122,0.037879586,True
0.07955465874438096,0.08385711527722117,0.008881688,True
-0.022038340951666097,-0.0524200353937041,0.078520775,False
-0.018279045829145926,-0.04347036817669547,-0.048955917,True
0.025708027981022667,0.012373149073571232,-0.040921092,False
0.042103820755356666,0.033015905380880506,0.01167655,True
0.01863442969743291,0.0017457523880068937,0.031044006,True
0.06091521191005371,0.058089458070855304,0.0016368628,True
0.05302715952453209,0.046316501274134225,0.054190516,True
0.022975006086018747,0.0021144636852314935,0.04281354,True
-0.053973441243885784,-0.09729951019161942,0.0019458532,False
0.03751876698282999,0.026009121649293476,-0.09031212,False
-0.09478321373339649,-0.13330859323959832,0.024291873,False
0.1012554830753022,0.11183949382994984,-0.12559855,False
0.05199533306244019,0.04559896100066885,0.10555458,True
0.03417669162444349,0.019803130122440615,0.042483926,True
0.06727504703183913,0.0668873428034169,0.018344998,True
-0.050481566039936934,-0.09814201296760938,0.06147349,False
0.08451607512980605,0.09280322905813909,-0.09045613,False
0.044164948448431635,0.03075921964639816,0.08557773,True
0.0061674297078934655,-0.026193054269799898,0.028037548,False
0.038887890749086884,0.02272168563163368,-0.023864865,False
0.05225489142975388,0.041871491147105644,0.020709157,True
0.06348728399848412,0.058018643165904216,0.037920594,True
0.054091890806190174,0.03989425777947386,0.05201149,True
0.03613481592602392,0.007671360886176037,0.03539419,True
-0.05964565349926227,-0.13524530051467187,0.006770849,False
-0.13760946728832849,-0.2044876407844145,-0.12100613,True
0.14401805787985572,0.18286565901724328,-0.18908763,False
0.07248618112431147,0.07392246941810843,0.16942978,True
0.04137301710608478,0.02157832526662795,0.06685758,True
0.0916842486261669,0.10467085954499211,0.019326568,True
0.1024017397998165,0.12226206030656939,0.092484355,True
-0.0031439159283096034,-0.07735881132909439,0.10525727,False
0.014379999125265771,-0.03778300910784815,-0.06624448,True
0.13677009732974754,0.19131716833657886,-0.0327996,False
0.07904064597962321,0.06366505311408721,0.16304755,True
0.04484871890969825,-0.01202482773105773,0.052533865,False
0.07773949027855592,0.05565983844662403,-0.009854794,False
0.094879912118126,0.08638420057708451,0.045347214,True
0.11388290641595646,0.1208229186898202,0.069012165,True
0.07622698239749993,0.014869607138557228,0.09368706,True
0.08947742530326087,0.04352333129557184,0.011298656,True
0.10103028171715793,0.06449638794807733,0.032776713,True
0.10798333274785123,0.07105196990176177,0.047762394,True
0.03491904557698711,-0.12206814422276091,0.05149436,False
0.1427078002399103,0.1719480650509353,-0.08919406,False
0.08223639095975674,-0.020155089506666002,0.12463927,False
0.12769493584419617,0.10596380264829364,-0.014252186,False
0.047816733650298995,-0.12819088381834476,0.07386613,False
0.056868627863041046,-0.07279095384007217,-0.089693785,True
0.11266567080738706,0.0822735518650699,-0.052642107,False
-0.0031522477868875655,-0.2102612129812731,0.059408665,False
0.07204397363021543,0.005113394534572269,-0.15496099,False
-0.024156533109171374,-0.19617860733119352,0.0038903952,False
0.14419112957244912,0.20079536686927435,-0.15353847,False
0.028309617101390495,-0.09282539573089554,0.15704572,False
-0.04402385557067615,-0.20983716960777854,-0.07145965,True
0.12859046008918915,0.16906521311389233,-0.1687187,False
0.11303065014427446,0.1190450161657548,0.13670874,True
0.023297296741337382,-0.1000820198619099,0.09239769,False
0.044984239949433916,-0.03526446897572688,-0.07746303,True
